,Star ID,RA,DE,Magnitude
0,142,0.21837139,1.45624411,5.5
1,180,0.26840197,1.50080993,4.5
2,307,0.47478673,1.55384598,2.1
3,649,1.05401008,1.40613484,5.3
4,684,1.11877533,1.46071051,5.4
5,690,1.12678421,1.4086501,5.6
6,782,1.26932169,1.41575073,5.3
7,1167,1.91045333,1.52064002,5.3
8,1178,1.92284255,1.44014083,5.1
9,1550,2.48763146,1.42331756,4.6
10,1700,2.71704154,1.47494255,5.6
11,1713,2.72779727,1.44538497,5.3
12,2101,-2.92880545,1.46057127,5.3
13,2769,-1.8717998,1.43331063,4.4
14,2936,-1.62182262,1.51162375,4.4
15,3407,-0.90989795,1.41813577,5.6
16,3466,-0.82941485,1.40264898,5.6
17,3720,-0.44697744,1.49849611,5.4
18,3793,-0.31531663,1.44668039,5.0
19,3815,-0.28410614,1.46745247,5.0
20,4469,0.43203612,1.22820657,5.3
21,4553,0.5140378,1.23335277,4.6
22,4559,0.5197555,1.25979237,4.1
23,4561,0.52376109,1.34464747,5.4
24,4564,0.526559,1.32429121,5.3
25,4693,0.66859165,1.26713561,5.3
26,4839,0.81359389,1.29514155,4.9
27,4874,0.84604552,1.35357367,5.5
28,4999,0.97735828,1.2342793,5.4
29,5454,1.33537403,1.28955208,5.4
30,5495,1.37129327,1.3819293,5.2
31,5945,1.73546728,1.3896999,5.6
32,6021,1.80120387,1.34469707,4.8
33,6377,2.0693143,1.29249858,5.6
34,6391,2.08137416,1.38964027,5.3
35,6896,2.48751874,1.22263451,4.6
36,6935,2.52372371,1.2650398,5.4
37,7163,2.75282566,1.32595262,5.0
38,7521,-3.09847989,1.3595058,5.1
39,7539,-3.06912963,1.31664124,5.4
40,7599,-2.99922752,1.22691629,5.2
41,7957,-2.57868339,1.35755956,5.0
42,8023,-2.49755241,1.32502372,4.4
43,8101,-2.39621742,1.2978248,2.2
44,8206,-2.28150094,1.25672956,5.1
45,8273,-2.21283961,1.35291897,5.3
46,8327,-2.15636795,1.36047004,4.3
47,8416,-2.07197475,1.34264737,5.6
48,8445,-2.04107725,1.32652426,5.5
49,8526,-1.9702123,1.38006956,5.5
50,8889,-1.64575225,1.25967301,4.9
51,8938,-1.60708724,1.34339466,5.0
52,9083,-1.47709359,1.24462449,4.2
53,9086,-1.47498655,1.26905872,3.7
54,9282,-1.33074686,1.2432117,4.9
55,9340,-1.26092068,1.33479887,5.1
56,9365,-1.23689506,1.27868576,4.6
57,9539,-1.09802567,1.2241863,4.0
58,9664,-1.00090458,1.3537082,4.4
59,9801,-0.90674632,1.30522063,5.2
60,10056,-0.66312868,1.22768326,3.3
61,10125,-0.60564851,1.24059816,4.9
62,10215,-0.52995881,1.27307409,5.1
63,10264,-0.48498307,1.25829028,5.0
64,10401,-0.3950672,1.37126331,5.5
65,10424,-0.37291998,1.28078258,5.2
66,10628,-0.23430994,1.31104072,4.6
67,10817,-0.09915411,1.35006905,3.4
68,11255,0.13150628,1.09355607,4.2
69,11443,0.21845698,1.06203988,4.9
70,11611,0.29340607,1.19578267,5.3
71,11750,0.35941013,1.18455307,5.0
72,12030,0.48333826,1.10697455,3.4
73,12037,0.48904818,1.1945173,5.0
74,12297,0.63230778,1.17249891,4.6
75,12703,0.85330544,1.14269479,4.8
76,12742,0.87401588,1.12415731,5.5
77,12873,0.95030881,1.10055062,5.3
78,12915,0.98139399,1.14098893,4.7
79,12967,1.01602707,1.06403518,5.2
80,12968,1.01661409,1.09830084,4.9
81,13074,1.10160812,1.077339,5.6
82,13097,1.1167874,1.13483233,5.4
83,13297,1.26127856,1.15646796,4.4
84,13350,1.30446033,1.05368736,4.2
85,13755,1.60492508,1.14723013,5.4
86,13771,1.61960279,1.04747191,5.6
87,13786,1.628851,1.07397628,5.3
88,13787,1.62900306,1.21022614,4.7
89,13972,1.77040921,1.18036923,5.0
90,13985,1.78165058,1.20339831,5.1
91,14455,2.128705,1.19771261,5.5
92,14572,2.20839645,1.06268522,3.5
93,14589,2.22594465,1.14000946,5.4
94,14615,2.25088977,1.12581891,4.8
95,14702,2.32286489,1.13092391,5.6
96,14741,2.34775678,1.18379482,5.0
97,14768,2.37378581,1.1706954,5.3
98,14795,2.38594661,1.11210058,4.7
99,14818,2.40161894,1.07566198,5.2
100,14907,2.4766633,1.10447882,3.8
101,15162,2.70766294,1.14877799,4.9
102,15260,2.78622785,1.15154987,5.1
103,15268,2.79042224,1.21018406,5.2
104,15383,2.88267088,1.08247647,2.0
105,15541,3.00863537,1.07092836,5.5
106,15566,3.02438609,1.21477132,5.4
107,15605,3.05302375,1.16974963,5.5
108,15815,-3.01972249,1.21261981,5.3
109,15940,-2.90819456,1.1468446,5.3
110,15959,-2.8883706,1.16704296,5.5
111,16079,-2.76364822,1.05075061,5.4
112,16198,-2.66175625,1.13393629,4.8
113,16272,-2.60476115,1.12773272,3.6
114,16304,-2.56942696,1.21591742,5.4
115,16557,-2.37024423,1.1542065,4.9
116,16659,-2.294873,1.17873065,5.2
117,16847,-2.1559306,1.09525742,5.1
118,16961,-2.06743791,1.18580724,5.4
119,17061,-1.99877883,1.20820607,5.4
120,17072,-1.99353187,1.07878636,5.6
121,17106,-1.97191923,1.20211889,5.0
122,17187,-1.91739362,1.1289415,5.0
123,17280,-1.85115393,1.13814472,4.8
124,17364,-1.79491507,1.14800966,3.2
125,17390,-1.7797691,1.09835601,5.5
126,17525,-1.69227538,1.18973859,5.2
127,17545,-1.6821892,1.08057896,5.3
128,17575,-1.67010933,1.20045918,4.9
129,17827,-1.51142444,1.12364486,5.0
130,17887,-1.45804616,1.14375702,5.0
131,18221,-1.25425003,1.17938215,3.2
132,18298,-1.21991998,1.14525189,4.6
133,18395,-1.16736455,1.21433275,4.8
134,18675,-1.03585822,1.18212707,4.7
135,18896,-0.92177542,1.09651435,4.3
136,19018,-0.85401228,1.07589299,3.6
137,19228,-0.74664676,1.19182644,5.2
138,19301,-0.7095359,1.08861877,2.6
139,19312,-0.70539939,1.12851986,5.2
140,19540,-0.62579725,1.07958955,4.9
141,19752,-0.54436433,1.10631345,4.9
142,19826,-0.51338569,1.1237093,4.6
143,19848,-0.50787394,1.08273658,5.2
144,20189,-0.36271948,1.10521545,5.2
145,20267,-0.31462438,1.15082066,3.7
146,20553,-0.18954057,1.18399316,4.9
147,20613,-0.16316428,1.08224638,5.2
148,20852,-0.06324825,1.17860344,5.0
149,21132,0.02834233,1.02754694,2.4
150,21488,0.12654089,0.94678057,4.9
151,21550,0.14548091,0.9406165,5.1
152,21608,0.16430189,0.98198332,2.5
153,21636,0.17132007,0.87682976,4.9
154,21728,0.20065979,0.88481149,5.0
155,21731,0.20097795,1.00445226,3.6
156,21831,0.22696641,1.02455205,5.0
157,22023,0.28330228,0.95427312,5.3
158,22267,0.3600831,1.04678236,2.8
159,22396,0.39551074,1.02933057,4.9
160,22553,0.43856903,0.8803049,4.2
161,22858,0.51904173,0.94678784,5.0
162,23255,0.60586247,0.97072023,5.2
163,23654,0.72881569,0.97196625,4.0
164,23684,0.7448088,0.91733487,4.1
165,23788,0.79045925,0.93047522,3.1
166,23790,0.79310437,0.98630684,5.1
167,24053,0.89448605,1.0431496,4.4
168,24060,0.89842271,1.02463631,4.8
169,24063,0.89960793,0.96483173,5.0
170,24383,1.04837878,1.03007359,5.1
171,24411,1.05962604,0.87646237,4.3
172,24511,1.10307565,0.93354952,5.1
173,24928,1.27963135,0.93679627,4.4
174,25000,1.31678889,1.02808818,5.3
175,25018,1.32101746,0.89943177,5.0
176,25160,1.39267174,1.00353581,5.3
177,25446,1.52926826,1.04509923,5.3
178,25449,1.5300149,0.97211228,4.9
179,25501,1.55076272,0.94742357,3.9
180,25596,1.59511058,1.02878365,5.4
181,25664,1.63717331,1.03029811,4.4
182,25680,1.64806155,0.9333554,5.4
183,25732,1.66875926,1.02009593,5.5
184,25938,1.753282,1.03838315,4.9
185,25946,1.75653064,0.9987411,5.5
186,26011,1.78320436,1.03865363,5.4
187,26050,1.80184346,1.02085724,4.5
188,26247,1.88302002,1.04246999,5.3
189,26311,1.91460372,0.96652809,5.6
190,26473,2.00183703,1.02677245,5.0
191,26487,2.00839096,0.8823355,5.3
192,26686,2.11492505,0.9015106,4.9
193,26755,2.15417641,1.04242417,5.5
194,26818,2.18180425,0.93170136,5.6
195,27135,2.37956125,0.90421761,4.5
196,27184,2.40917054,0.99396768,5.5
197,27190,2.4111888,0.94648813,4.9
198,27297,2.49324968,0.91237188,4.6
199,27376,2.54382794,1.0011005,5.4
200,27400,2.5632416,1.03454542,3.9
201,27407,2.56876411,0.94769725,4.5
202,27429,2.58510818,0.87365878,5.3
203,27669,2.73772682,0.98153269,4.8
204,27694,2.75742751,1.00078702,5.2
205,27814,2.83859522,0.95733782,5.4
206,27875,2.87472099,0.98874415,2.4
207,28141,3.07291541,0.97575027,5.4
208,28178,3.10323658,0.94200258,2.5
209,28314,-3.08504515,1.0002528,3.4
210,28365,-3.04734043,0.90476196,5.0
211,28404,-3.02104457,1.02417007,5.4
212,28443,-2.99271606,1.04304425,5.5
213,28552,-2.91542095,0.98141386,1.7
214,28600,-2.8859491,0.98847585,4.9
215,28737,-2.784105,0.96311452,4.0
216,28802,-2.73928945,0.97047617,5.5
217,28831,-2.71584619,0.92805187,5.3
218,28842,-2.71030986,0.95878218,4.8
219,28884,-2.68462508,0.95438148,5.5
220,29045,-2.56697805,0.90797627,4.6
221,29070,-2.5551858,0.90054107,4.9
222,29136,-2.51548414,0.90898842,4.1
223,29164,-2.50066469,0.87384937,5.6
224,29226,-2.4580103,0.94664516,5.5
225,29406,-2.33504306,0.95553446,5.2
226,29486,-2.27498032,0.90997681,5.5
227,29519,-2.25229351,1.03219819,3.5
228,29627,-2.17519038,0.91661168,5.5
229,29726,-2.10923039,0.95801724,5.0
230,29764,-2.09026238,1.02447768,4.1
231,29873,-2.02276737,1.04502825,5.6
232,30025,-1.93298006,0.97935122,5.4
233,30075,-1.90090767,0.99257985,4.9
234,30238,-1.81388018,0.95182476,5.1
235,30428,-1.70474969,0.91346485,3.0
236,30446,-1.69651144,0.96373237,5.0
237,30590,-1.62370081,0.88648948,5.2
238,30630,-1.60281583,0.99274173,3.9
239,30652,-1.59068027,0.89874048,2.4
240,30948,-1.46966373,1.02575182,4.9
241,31038,-1.43243113,0.99495703,5.0
242,31118,-1.38900726,0.96845232,5.1
243,31217,-1.35061016,1.03544741,4.9
244,31240,-1.34396234,0.88392549,5.0
245,31310,-1.31348766,0.88072451,5.2
246,31467,-1.26217783,0.9908831,5.2
247,31536,-1.23941749,0.92983327,4.0
248,31701,-1.1848841,0.90098255,3.9
249,32041,-1.09356425,0.9225888,5.2
250,32084,-1.08095192,1.00167835,5.0
251,32113,-1.07191031,0.912903,4.8
252,32121,-1.06914767,1.02471606,5.1
253,32377,-0.9938096,0.98461266,4.3
254,32861,-0.85472925,1.00181472,4.6
255,33664,-0.609487,0.88943482,4.8
256,33692,-0.60224759,1.02189343,4.0
257,34136,-0.48382447,1.01149345,3.6
258,34394,-0.42940066,0.90718816,4.6
259,34507,-0.40444158,1.01506294,4.0
260,34541,-0.39607643,0.87310076,3.9
261,34627,-0.36951434,0.89511998,4.8
262,35477,-0.14087904,1.01705814,4.9
263,35762,-0.06718833,1.01880774,5.1
264,35878,-0.03545766,0.99869931,4.8
265,35937,-0.01805796,0.89203962,4.8
266,35946,-0.01544055,0.96825044,4.9
267,36122,0.03365169,0.7992587,5.1
268,36389,0.11140495,0.77000824,5.2
269,36601,0.17754523,0.81596712,5.0
270,36698,0.205282,0.71221665,4.4
271,36949,0.28419865,0.76229616,5.2
272,36971,0.29054831,0.81988199,4.3
273,37154,0.34638263,0.79006629,5.0
274,37227,0.36936658,0.78800428,5.0
275,37361,0.40950821,0.71831028,4.2
276,37374,0.41412562,0.84431592,3.8
277,37405,0.42036132,0.77025957,5.2
278,37417,0.42594005,0.70379757,4.9
279,37433,0.43079199,0.73938236,5.1
280,37734,0.52723248,0.73464472,5.1
281,37866,0.56755649,0.76791447,5.1
282,37947,0.59359114,0.82293113,5.1
283,38287,0.701497,0.85553349,4.2
284,38591,0.80680434,0.711476,2.9
285,38596,0.80915711,0.86261264,4.2
286,38608,0.81206941,0.7796299,4.0
287,38749,0.86430218,0.75311907,5.0
288,38786,0.87589647,0.86716703,1.9
289,38848,0.89223174,0.85329501,4.9
290,38979,0.92906146,0.83824969,4.3
291,39052,0.95711246,0.83129228,3.1
292,39077,0.96773279,0.74041046,3.9
293,39335,1.06910951,0.83044598,4.0
294,39403,1.09614008,0.84272122,4.3
295,39408,1.09728225,0.70439758,4.9
296,39482,1.1254219,0.809508,4.9
297,39638,1.1921417,0.71844816,4.5
298,39698,1.21890211,0.75523805,5.3
299,39954,1.30190873,0.76360753,3.5
300,39965,1.30453764,0.71567124,3.9
301,40025,1.32210247,0.7185345,3.3
302,40185,1.36568131,0.80196929,0.2
303,40232,1.37715285,0.69912319,4.9
304,40268,1.3886878,0.72879495,5.1
305,40749,1.55273065,0.78443188,2.1
306,40755,1.55431454,0.80170958,4.6
307,41075,1.66263556,0.86072323,5.1
308,41238,1.72683626,0.74237643,5.1
309,41287,1.74291096,0.7779762,5.2
310,41329,1.75901599,0.7614762,5.3
311,41345,1.76212776,0.85250001,5.3
312,41379,1.77688482,0.7302859,5.0
313,41462,1.80629471,0.78821357,4.8
314,41643,1.88551003,0.82607985,5.5
315,41680,1.89690412,0.86491774,4.8
316,41707,1.90972262,0.79103223,5.6
317,41737,1.92283782,0.71158126,5.3
318,41763,1.93272286,0.86067354,4.5
319,41796,1.9422853,0.8427779,5.6
320,41807,1.94666462,0.86878898,5.4
321,42318,2.1791275,0.75660426,4.4
322,42489,2.25832618,0.80304291,5.5
323,42575,2.30644942,0.76644748,5.2
324,42629,2.33784135,0.84193738,3.1
325,42641,2.34485532,0.73272699,4.1
326,42660,2.35715922,0.82651419,3.7
327,42681,2.36475126,0.85050753,5.6
328,42758,2.40218901,0.75791369,5.3
329,42957,2.50999153,0.70625257,5.2
330,43045,2.55417614,0.80730268,5.2
331,43114,2.59455994,0.72072804,5.2
332,43267,2.67946969,0.75336914,3.5
333,43309,2.70245829,0.72870526,3.2
334,43378,2.75029573,0.71005923,4.8
335,43443,2.79522538,0.81100554,5.3
336,43511,2.84099657,0.75846172,4.8
337,43556,2.86527418,0.71030911,5.1
338,43628,2.90972443,0.78138686,3.1
339,43718,2.96744894,0.76370915,5.1
340,43836,3.03549773,0.7662487,5.5
341,43885,3.0692364,0.83874784,3.9
342,44001,3.13975913,0.75612923,5.1
343,44126,-3.06586834,0.85977479,5.6
344,44229,-3.00470873,0.72656166,4.3
345,44316,-2.95490903,0.7978476,5.4
346,44518,-2.829829,0.70541186,5.0
347,44548,-2.81302373,0.71271121,4.7
348,44555,-2.80946406,0.87169684,5.1
349,44667,-2.73836436,0.85994239,4.6
350,44751,-2.68094978,0.86502459,1.9
351,44900,-2.59211683,0.7695435,5.4
352,44904,-2.5899812,0.86732038,5.4
353,44964,-2.55480067,0.80838774,4.3
354,45152,-2.45665789,0.7787585,5.4
355,45336,-2.35592804,0.70837484,3.6
356,45356,-2.34686578,0.83510766,4.9
357,45369,-2.33973283,0.84375107,5.6
358,45579,-2.22908492,0.71562979,5.1
359,45642,-2.19898817,0.707125,5.4
360,45771,-2.13390585,0.74334441,4.6
361,45787,-2.12510467,0.75543532,5.5
362,45864,-2.08899214,0.80589943,4.6
363,45910,-2.06301524,0.78653389,4.3
364,46027,-2.01482946,0.81038352,3.9
365,46107,-1.97659686,0.73287694,5.0
366,46146,-1.96227585,0.79767103,5.5
367,46160,-1.95263625,0.74244891,4.3
368,46209,-1.93126157,0.85565397,5.1
369,46304,-1.8859558,0.80406378,4.9
370,46523,-1.79799092,0.71276886,5.1
371,46871,-1.66656661,0.80341035,3.8
372,47036,-1.60713712,0.69841672,5.1
373,47236,-1.54474227,0.75842303,5.1
374,47341,-1.50932037,0.73550361,5.4
375,47416,-1.4823802,0.85687885,5.1
376,47918,-1.33599659,0.7658384,4.3
377,48010,-1.30889578,0.81791438,5.1
378,48717,-1.1375496,0.79247455,5.0
379,48795,-1.11957991,0.78553503,3.0
380,49331,-0.99602799,0.81443317,5.0
381,49384,-0.98643922,0.83007709,4.2
382,49527,-0.95804562,0.69980227,2.3
383,49940,-0.87386169,0.78715862,1.3
384,50098,-0.84110463,0.80159307,4.9
385,50120,-0.8364318,0.76567885,5.1
386,50179,-0.82259337,0.77138588,4.7
387,50273,-0.80587537,0.71512854,4.0
388,50334,-0.79358702,0.82597746,4.9
389,50423,-0.77182903,0.76319045,3.9
390,50455,-0.76411824,0.82810162,4.9
391,50689,-0.71303019,0.76331606,5.1
392,51078,-0.6364487,0.78801795,5.1
393,51100,-0.63293579,0.70141656,5.1
394,51292,-0.58929878,0.85656566,4.3
395,51903,-0.44088936,0.80781372,4.7
396,51969,-0.4254949,0.85909319,4.6
397,52054,-0.40385937,0.82816673,4.6
398,52078,-0.40000931,0.74816399,4.5
399,52250,-0.35641215,0.76820405,4.6
400,52316,-0.34096686,0.7252962,5.2
401,52435,-0.30642257,0.75130044,5.2
402,52511,-0.28752051,0.72146084,5.5
403,52515,-0.28695379,0.86334888,5.1
404,52525,-0.28422918,0.84502957,5.2
405,52622,-0.26050101,0.74156553,5.1
406,52648,-0.2533733,0.86882437,4.9
407,52786,-0.21706667,0.85753005,4.6
408,52906,-0.18692883,0.84388167,5.4
409,53203,-0.10860892,0.80611823,4.0
410,53215,-0.10613019,0.75033751,4.3
411,53263,-0.09626515,0.76893951,4.3
412,53354,-0.07178575,0.80534122,5.1
413,53776,0.06314449,0.67027867,4.4
414,53797,0.06853901,0.63718941,4.5
415,53827,0.08063349,0.65784698,5.2
416,54032,0.14923919,0.58371446,4.5
417,54037,0.15126617,0.61304103,5.6
418,54057,0.15990547,0.53385642,3.5
419,54078,0.16755496,0.68389917,5.4
420,54280,0.23548565,0.66721508,3.9
421,54373,0.262115,0.55041329,5.5
422,54470,0.2920122,0.61707929,2.4
423,54492,0.29822485,0.54383306,5.0
424,55217,0.52375775,0.57672699,5.4
425,55288,0.54742638,0.65664523,4.8
426,55305,0.55222065,0.60653353,3.1
427,55396,0.58019995,0.5781838,5.3
428,55419,0.58465723,0.59335188,5.1
429,55792,0.69413069,0.69784794,5.0
430,55927,0.73049782,0.66521731,4.3
431,55945,0.73489525,0.60834033,4.7
432,55974,0.74414354,0.6655849,5.3
433,56030,0.76028841,0.55386608,5.2
434,56046,0.76600139,0.68877805,4.6
435,56051,0.76774788,0.61058773,5.0
436,56137,0.79396446,0.67453514,3.7
437,56223,0.82053506,0.68806401,4.8
438,56339,0.8534455,0.59413102,4.9
439,56645,0.95643877,0.59002974,5.0
440,56672,0.96506513,0.56080081,3.9
441,56726,0.98775543,0.57490627,5.1
442,56798,1.00785195,0.55391199,2.9
443,56839,1.02315798,0.69581691,3.0
444,56855,1.02849527,0.62219291,4.0
445,57170,1.12206316,0.6012286,5.1
446,57228,1.14719067,0.54677466,5.3
447,57446,1.25026567,0.65278756,5.1
448,57474,1.26222613,0.63915038,5.0
449,57521,1.28165215,0.57750977,2.9
450,57547,1.29092145,0.66002525,5.0
451,57754,1.35264159,0.67068286,4.8
452,57798,1.36199619,0.56953124,5.1
453,57980,1.40172192,0.65171879,5.2
454,58050,1.415159,0.6010081,5.3
455,58163,1.43758728,0.56124689,4.9
456,58464,1.5084358,0.68358002,4.6
457,58495,1.51681687,0.65089073,5.0
458,58635,1.55469764,0.64945665,2.7
459,58748,1.58448327,0.67176453,5.3
460,59127,1.68142483,0.53277703,5.0
461,59279,1.71526865,0.67173893,5.1
462,59318,1.72498861,0.6972154,5.3
463,59569,1.78675698,0.59382195,3.6
464,59772,1.84524419,0.60304592,5.6
465,59857,1.86732086,0.52934212,4.5
466,59865,1.86845627,0.68773153,5.1
467,60009,1.9142156,0.64326762,5.2
468,60117,1.94559481,0.55650948,4.2
469,60197,1.96965163,0.55850085,1.6
470,60203,1.97209523,0.54229794,5.3
471,60242,1.98648482,0.61369956,5.6
472,60327,2.02162259,0.65694712,5.5
473,60339,2.02582651,0.58538639,5.3
474,61124,2.31778955,0.53703975,5.6
475,61145,2.32941701,0.57777617,5.5
476,61176,2.3408287,0.56922406,5.6
477,61253,2.37083424,0.67462919,4.7
478,61305,2.38948083,0.54398524,5.3
479,61390,2.42486905,0.64604119,3.8
480,61413,2.43479722,0.60397395,3.3
481,61569,2.49218248,0.63915111,4.6
482,61577,2.49561103,0.69541805,5.0
483,61807,2.60985011,0.56148042,5.6
484,61873,2.63756796,0.61940489,4.5
485,62037,2.7185831,0.59430934,4.8
486,62052,2.72706882,0.64514583,4.4
487,62172,2.77468606,0.5626335,4.8
488,62235,2.80600512,0.54011269,5.4
489,62296,2.83843123,0.60187495,3.9
490,62313,2.84914195,0.58947293,5.2
491,62353,2.87125876,0.68907436,5.1
492,62483,2.94750928,0.5552032,3.9
493,62485,2.9486572,0.58237061,3.7
494,62490,2.95140427,0.67125547,4.8
495,62571,2.99490515,0.69136569,5.3
496,62654,3.04743811,0.60186167,5.5
497,62801,3.1376776,0.63392913,5.6
498,62927,-3.08054103,0.58190557,5.1
499,62999,-3.03953852,0.68584075,5.2
500,63069,-3.00550947,0.58509666,5.4
501,63255,-2.90741287,0.67342472,5.4
502,63287,-2.88902939,0.54200012,5.1
503,63337,-2.86493811,0.62947021,5.1
504,63622,-2.7377004,0.65341549,5.0
505,63647,-2.72602975,0.63789341,4.9
506,63738,-2.68414039,0.67705079,5.6
507,63792,-2.6634333,0.60547615,5.0
508,64052,-2.54869325,0.62377035,4.8
